,iso2,year,sex,age,cases
819,GH,2001,m,0-14,84
20323,GH,2001,f,15-24,515
3257,GH,2001,m,15-24,587
22761,GH,2001,f,25-34,814
5695,GH,2001,m,25-34,1223
25199,GH,2001,f,35-44,623
8133,GH,2001,m,35-44,1144
27637,GH,2001,f,45-54,370
10571,GH,2001,m,45-54,857
30075,GH,2001,f,55-64,209
13009,GH,2001,m,55-64,471
32513,GH,2001,f,65+,227
15447,GH,2001,m,65+,460
17886,GH,2002,f,0-14,98
820,GH,2002,m,0-14,80
20324,GH,2002,f,15-24,489
3258,GH,2002,m,15-24,535
22762,GH,2002,f,25-34,806
5696,GH,2002,m,25-34,1245
25200,GH,2002,f,35-44,592
8134,GH,2002,m,35-44,1282
27638,GH,2002,f,45-54,325
10572,GH,2002,m,45-54,883
30076,GH,2002,f,55-64,223
13010,GH,2002,m,55-64,507
32514,GH,2002,f,65+,238
15448,GH,2002,m,65+,429
17887,GH,2003,f,0-14,83
821,GH,2003,m,0-14,79
20325,GH,2003,f,15-24,487
3259,GH,2003,m,15-24,579
22763,GH,2003,f,25-34,744
5697,GH,2003,m,25-34,1265
25201,GH,2003,f,35-44,586
8135,GH,2003,m,35-44,1234
27639,GH,2003,f,45-54,380
10573,GH,2003,m,45-54,924
30077,GH,2003,f,55-64,200
13011,GH,2003,m,55-64,509
32515,GH,2003,f,65+,203
15449,GH,2003,m,65+,441
17888,GH,2004,f,0-14,69
822,GH,2004,m,0-14,54
20326,GH,2004,f,15-24,454
3260,GH,2004,m,15-24,532
22764,GH,2004,f,25-34,701
5698,GH,2004,m,25-34,1246
25202,GH,2004,f,35-44,518
8136,GH,2004,m,35-44,1250
27640,GH,2004,f,45-54,303
10574,GH,2004,m,45-54,854
30078,GH,2004,f,55-64,202
13012,GH,2004,m,55-64,472
32516,GH,2004,f,65+,191
15450,GH,2004,m,65+,413
17889,GH,2005,f,0-14,68
823,GH,2005,m,0-14,49
20327,GH,2005,f,15-24,450
3261,GH,2005,m,15-24,592
22765,GH,2005,f,25-34,693
5699,GH,2005,m,25-34,1201
25203,GH,2005,f,35-44,527
8137,GH,2005,m,35-44,1311
27641,GH,2005,f,45-54,366
10575,GH,2005,m,45-54,944
30079,GH,2005,f,55-64,207
13013,GH,2005,m,55-64,462
32517,GH,2005,f,65+,221
15451,GH,2005,m,65+,414
17890,GH,2006,f,0-14,70
824,GH,2006,m,0-14,33
20328,GH,2006,f,15-24,494
3262,GH,2006,m,15-24,557
22766,GH,2006,f,25-34,711
5700,GH,2006,m,25-34,1273
25204,GH,2006,f,35-44,515
8138,GH,2006,m,35-44,1388
27642,GH,2006,f,45-54,381
10576,GH,2006,m,45-54,956
30080,GH,2006,f,55-64,207
13014,GH,2006,m,55-64,529
32518,GH,2006,f,65+,229
15452,GH,2006,m,65+,443
17891,GH,2007,f,0-14,75
825,GH,2007,m,0-14,66
20329,GH,2007,f,15-24,453
3263,GH,2007,m,15-24,596
22767,GH,2007,f,25-34,667
5701,GH,2007,m,25-34,1164
25205,GH,2007,f,35-44,564
8139,GH,2007,m,35-44,1239
27643,GH,2007,f,45-54,371
10577,GH,2007,m,45-54,861
30081,GH,2007,f,55-64,183
13015,GH,2007,m,55-64,477
32519,GH,2007,f,65+,207
15453,GH,2007,m,65+,506
17892,GM,1995,f,0-14,4
826,GM,1995,m,0-14,3
20330,GM,1995,f,15-24,39
3264,GM,1995,m,15-24,68
22768,GM,1995,f,25-34,61
5702,GM,1995,m,25-34,181
25206,GM,1995,f,35-44,44
8140,GM,1995,m,35-44,88
27644,GM,1995,f,45-54,25
10578,GM,1995,m,45-54,72
30082,GM,1995,f,55-64,12
13016,GM,1995,m,55-64,29
32520,GM,1995,f,65+,8
15454,GM,1995,m,65+,24
17893,GM,1996,f,0-14,20
827,GM,1996,m,0-14,29
20331,GM,1996,f,15-24,50
3265,GM,1996,m,15-24,42
22769,GM,1996,f,25-34,64
5703,GM,1996,m,25-34,148
25207,GM,1996,f,35-44,46
8141,GM,1996,m,35-44,100
27645,GM,1996,f,45-54,46
10579,GM,1996,m,45-54,66
30083,GM,1996,f,55-64,30
13017,GM,1996,m,55-64,46
32521,GM,1996,f,65+,22
15455,GM,1996,m,65+,48
17894,GM,1997,f,0-14,5
828,GM,1997,m,0-14,2
20332,GM,1997,f,15-24,55
3266,GM,1997,m,15-24,83
22770,GM,1997,f,25-34,76
5704,GM,1997,m,25-34,219
25208,GM,1997,f,35-44,45
8142,GM,1997,m,35-44,126
27646,GM,1997,f,45-54,20
10580,GM,1997,m,45-54,61
30084,GM,1997,f,55-64,20
13018,GM,1997,m,55-64,63
32522,GM,1997,f,65+,8
15456,GM,1997,m,65+,37
17895,GM,1998,f,0-14,7
829,GM,1998,m,0-14,6
20333,GM,1998,f,15-24,60
3267,GM,1998,m,15-24,99
22771,GM,1998,f,25-34,95
5705,GM,1998,m,25-34,193
25209,GM,1998,f,35-44,53
8143,GM,1998,m,35-44,158
27647,GM,1998,f,45-54,25
10581,GM,1998,m,45-54,79
30085,GM,1998,f,55-64,18
13019,GM,1998,m,55-64,61
32523,GM,1998,f,65+,14
15457,GM,1998,m,65+,35
17896,GM,1999,f,0-14,10
830,GM,1999,m,0-14,6
20334,GM,1999,f,15-24,58
3268,GM,1999,m,15-24,99
22772,GM,1999,f,25-34,82
5706,GM,1999,m,25-34,180
25210,GM,1999,f,35-44,54
8144,GM,1999,m,35-44,124
27648,GM,1999,f,45-54,30
10582,GM,1999,m,45-54,86
30086,GM,1999,f,55-64,16
13020,GM,1999,m,55-64,65
32524,GM,1999,f,65+,13
15458,GM,1999,m,65+,39
17897,GM,2002,f,0-14,5
831,GM,2002,m,0-14,2
20335,GM,2002,f,15-24,71
3269,GM,2002,m,15-24,135
22773,GM,2002,f,25-34,112
5707,GM,2002,m,25-34,240
25211,GM,2002,f,35-44,42
8145,GM,2002,m,35-44,160
27649,GM,2002,f,45-54,40
10583,GM,2002,m,45-54,100
30087,GM,2002,f,55-64,21
13021,GM,2002,m,55-64,60
32525,GM,2002,f,65+,10
15459,GM,2002,m,65+,37
17898,GM,2003,f,0-14,8
832,GM,2003,m,0-14,3
20336,GM,2003,f,15-24,81
3270,GM,2003,m,15-24,162
22774,GM,2003,f,25-34,85
5708,GM,2003,m,25-34,236
25212,GM,2003,f,35-44,62
8146,GM,2003,m,35-44,149
27650,GM,2003,f,45-54,39
10584,GM,2003,m,45-54,83
30088,GM,2003,f,55-64,27
13022,GM,2003,m,55-64,52
32526,GM,2003,f,65+,17
15460,GM,2003,m,65+,31
17899,GM,2004,f,0-14,7
833,GM,2004,m,0-14,5
20337,GM,2004,f,15-24,55
3271,GM,2004,m,15-24,145
22775,GM,2004,f,25-34,81
5709,GM,2004,m,25-34,260
25213,GM,2004,f,35-44,59
8147,GM,2004,m,35-44,151
27651,GM,2004,f,45-54,38
10585,GM,2004,m,45-54,103
30089,GM,2004,f,55-64,21
13023,GM,2004,m,55-64,46
32527,GM,2004,f,65+,18
15461,GM,2004,m,65+,23
17900,GM,2005,f,0-14,2
834,GM,2005,m,0-14,13
20338,GM,2005,f,15-24,84
3272,GM,2005,m,15-24,133
22776,GM,2005,f,25-34,87
5710,GM,2005,m,25-34,292
25214,GM,2005,f,35-44,64
8148,GM,2005,m,35-44,206
27652,GM,2005,f,45-54,38
10586,GM,2005,m,45-54,62
30090,GM,2005,f,55-64,22
13024,GM,2005,m,55-64,53
32528,GM,2005,f,65+,27
15462,GM,2005,m,65+,44
17901,GM,2006,f,0-14,5
835,GM,2006,m,0-14,13
20339,GM,2006,f,15-24,88
3273,GM,2006,m,15-24,126
22777,GM,2006,f,25-34,126
5711,GM,2006,m,25-34,284
25215,GM,2006,f,35-44,71
8149,GM,2006,m,35-44,170
27653,GM,2006,f,45-54,49
10587,GM,2006,m,45-54,112
30091,GM,2006,f,55-64,25
13025,GM,2006,m,55-64,58
32529,GM,2006,f,65+,26
15463,GM,2006,m,65+,56
17902,GM,2008,f,0-14,9
836,GM,2008,m,0-14,7
20340,GM,2008,f,15-24,94
3274,GM,2008,m,15-24,151
22778,GM,2008,f,25-34,133
5712,GM,2008,m,25-34,307
25216,GM,2008,f,35-44,90
8150,GM,2008,m,35-44,167
27654,GM,2008,f,45-54,43
10588,GM,2008,m,45-54,125
30092,GM,2008,f,55-64,45
13026,GM,2008,m,55-64,87
32530,GM,2008,f,65+,8
15464,GM,2008,m,65+,34
17903,GN,1995,f,0-14,28
837,GN,1995,m,0-14,18
20341,GN,1995,f,15-24,202
3275,GN,1995,m,15-24,244
22779,GN,1995,f,25-34,255
5713,GN,1995,m,25-34,538
25217,GN,1995,f,35-44,153
8151,GN,1995,m,35-44,357
27655,GN,1995,f,45-54,64
10589,GN,1995,m,45-54,189
30093,GN,1995,f,55-64,37
13027,GN,1995,m,55-64,98
32531,GN,1995,f,65+,19
15465,GN,1995,m,65+,61
17904,GN,1996,f,0-14,30
838,GN,1996,m,0-14,29
20342,GN,1996,f,15-24,223
3276,GN,1996,m,15-24,319
22780,GN,1996,f,25-34,338
5714,GN,1996,m,25-34,631
25218,GN,1996,f,35-44,213
8152,GN,1996,m,35-44,416
27656,GN,1996,f,45-54,111
10590,GN,1996,m,45-54,214
30094,GN,1996,f,55-64,52
13028,GN,1996,m,55-64,133
32532,GN,1996,f,65+,31
15466,GN,1996,m,65+,104
17905,GN,1997,f,0-14,38
839,GN,1997,m,0-14,25
20343,GN,1997,f,15-24,246
3277,GN,1997,m,15-24,326
22781,GN,1997,f,25-34,383
5715,GN,1997,m,25-34,653
25219,GN,1997,f,35-44,189
8153,GN,1997,m,35-44,483
27657,GN,1997,f,45-54,91
10591,GN,1997,m,45-54,220
30095,GN,1997,f,55-64,48
13029,GN,1997,m,55-64,147
32533,GN,1997,f,65+,32
15467,GN,1997,m,65+,100
17906,GN,1998,f,0-14,37
840,GN,1998,m,0-14,22
20344,GN,1998,f,15-24,303
3278,GN,1998,m,15-24,409
22782,GN,1998,f,25-34,365
5716,GN,1998,m,25-34,763
25220,GN,1998,f,35-44,202
8154,GN,1998,m,35-44,494
27658,GN,1998,f,45-54,115
10592,GN,1998,m,45-54,271
30096,GN,1998,f,55-64,71
13030,GN,1998,m,55-64,168
32534,GN,1998,f,65+,25
15468,GN,1998,m,65+,117
17907,GN,1999,f,0-14,44
841,GN,1999,m,0-14,30
20345,GN,1999,f,15-24,345
3279,GN,1999,m,15-24,434
22783,GN,1999,f,25-34,395
5717,GN,1999,m,25-34,736
25221,GN,1999,f,35-44,259
8155,GN,1999,m,35-44,519
27659,GN,1999,f,45-54,110
10593,GN,1999,m,45-54,294
30097,GN,1999,f,55-64,78
13031,GN,1999,m,55-64,173
32535,GN,1999,f,65+,41
15469,GN,1999,m,65+,104
17908,GN,2000,f,0-14,66
842,GN,2000,m,0-14,39
20346,GN,2000,f,15-24,314
3280,GN,2000,m,15-24,551
22784,GN,2000,f,25-34,446
5718,GN,2000,m,25-34,860
25222,GN,2000,f,35-44,245
8156,GN,2000,m,35-44,570
27660,GN,2000,f,45-54,114
10594,GN,2000,m,45-54,282
30098,GN,2000,f,55-64,82
13032,GN,2000,m,55-64,203
32536,GN,2000,f,65+,45
15470,GN,2000,m,65+,103
17909,GN,2001,f,0-14,59
843,GN,2001,m,0-14,24
20347,GN,2001,f,15-24,419
3281,GN,2001,m,15-24,506
22785,GN,2001,f,25-34,433
5719,GN,2001,m,25-34,876
25223,GN,2001,f,35-44,249
8157,GN,2001,m,35-44,612
27661,GN,2001,f,45-54,127
10595,GN,2001,m,45-54,325
30099,GN,2001,f,55-64,77
13033,GN,2001,m,55-64,185
32537,GN,2001,f,65+,46
15471,GN,2001,m,65+,154
17910,GN,2002,f,0-14,42
844,GN,2002,m,0-14,24
20348,GN,2002,f,15-24,399
3282,GN,2002,m,15-24,413
22786,GN,2002,f,25-34,439
5720,GN,2002,m,25-34,958
25224,GN,2002,f,35-44,259
8158,GN,2002,m,35-44,634
27662,GN,2002,f,45-54,109
10596,GN,2002,m,45-54,336
30100,GN,2002,f,55-64,77
13034,GN,2002,m,55-64,139
32538,GN,2002,f,65+,50
15472,GN,2002,m,65+,149
17911,GN,2003,f,0-14,53
845,GN,2003,m,0-14,34
20349,GN,2003,f,15-24,353
3283,GN,2003,m,15-24,617
22787,GN,2003,f,25-34,451
5721,GN,2003,m,25-34,1052
25225,GN,2003,f,35-44,307
8159,GN,2003,m,35-44,671
27663,GN,2003,f,45-54,137
10597,GN,2003,m,45-54,368
30101,GN,2003,f,55-64,106
13035,GN,2003,m,55-64,172
32539,GN,2003,f,65+,40
15473,GN,2003,m,65+,134
17912,GN,2004,f,0-14,62
846,GN,2004,m,0-14,38
20350,GN,2004,f,15-24,470
3284,GN,2004,m,15-24,728
22788,GN,2004,f,25-34,521
5722,GN,2004,m,25-34,1091
25226,GN,2004,f,35-44,334
8160,GN,2004,m,35-44,726
27664,GN,2004,f,45-54,159
10598,GN,2004,m,45-54,389
30102,GN,2004,f,55-64,100
13036,GN,2004,m,55-64,199
32540,GN,2004,f,65+,63
15474,GN,2004,m,65+,135
17913,GN,2005,f,0-14,65
847,GN,2005,m,0-14,51
20351,GN,2005,f,15-24,594
3285,GN,2005,m,15-24,749
22789,GN,2005,f,25-34,583
5723,GN,2005,m,25-34,1165
25227,GN,2005,f,35-44,354
8161,GN,2005,m,35-44,778
27665,GN,2005,f,45-54,203
10599,GN,2005,m,45-54,463
30103,GN,2005,f,55-64,94
13037,GN,2005,m,55-64,195
32541,GN,2005,f,65+,55
15475,GN,2005,m,65+,130
17914,GN,2006,f,0-14,85
848,GN,2006,m,0-14,31
20352,GN,2006,f,15-24,586
3286,GN,2006,m,15-24,834
22790,GN,2006,f,25-34,581
5724,GN,2006,m,25-34,1168
25228,GN,2006,f,35-44,396
8162,GN,2006,m,35-44,916
27666,GN,2006,f,45-54,187
10600,GN,2006,m,45-54,512
30104,GN,2006,f,55-64,118
13038,GN,2006,m,55-64,274
32542,GN,2006,f,65+,53
15476,GN,2006,m,65+,162
17915,GN,2007,f,0-14,76
849,GN,2007,m,0-14,46
20353,GN,2007,f,15-24,631
3287,GN,2007,m,15-24,901
22791,GN,2007,f,25-34,613
5725,GN,2007,m,25-34,1315
25229,GN,2007,f,35-44,367
8163,GN,2007,m,35-44,936
27667,GN,2007,f,45-54,207
10601,GN,2007,m,45-54,503
30105,GN,2007,f,55-64,106
13039,GN,2007,m,55-64,240
32543,GN,2007,f,65+,79
15477,GN,2007,m,65+,204
17916,GN,2008,f,0-14,64
850,GN,2008,m,0-14,56
20354,GN,2008,f,15-24,610
3288,GN,2008,m,15-24,970
22792,GN,2008,f,25-34,686
5726,GN,2008,m,25-34,1419
25230,GN,2008,f,35-44,377
8164,GN,2008,m,35-44,985
27668,GN,2008,f,45-54,190
10602,GN,2008,m,45-54,561
30106,GN,2008,f,55-64,93
13040,GN,2008,m,55-64,264
32544,GN,2008,f,65+,88
15478,GN,2008,m,65+,198
17917,GQ,1995,f,0-14,2
851,GQ,1995,m,0-14,8
20355,GQ,1995,f,15-24,18
3289,GQ,1995,m,15-24,15
22793,GQ,1995,f,25-34,28
5727,GQ,1995,m,25-34,45
25231,GQ,1995,f,35-44,20
8165,GQ,1995,m,35-44,37
27669,GQ,1995,f,45-54,4
10603,GQ,1995,m,45-54,15
30107,GQ,1995,f,55-64,7
13041,GQ,1995,m,55-64,11
32545,GQ,1995,f,65+,1
15479,GQ,1995,m,65+,7
17918,GQ,1997,f,0-14,3
852,GQ,1997,m,0-14,5
20356,GQ,1997,f,15-24,23
3290,GQ,1997,m,15-24,32
22794,GQ,1997,f,25-34,20
5728,GQ,1997,m,25-34,40
25232,GQ,1997,f,35-44,14
8166,GQ,1997,m,35-44,36
27670,GQ,1997,f,45-54,10
10604,GQ,1997,m,45-54,25
30108,GQ,1997,f,55-64,3
13042,GQ,1997,m,55-64,8
32546,GQ,1997,f,65+,3
15480,GQ,1997,m,65+,4
17919,GQ,1998,f,0-14,3
853,GQ,1998,m,0-14,6
20357,GQ,1998,f,15-24,37
3291,GQ,1998,m,15-24,30
22795,GQ,1998,f,25-34,31
5729,GQ,1998,m,25-34,46
25233,GQ,1998,f,35-44,20
8167,GQ,1998,m,35-44,39
27671,GQ,1998,f,45-54,7
10605,GQ,1998,m,45-54,29
30109,GQ,1998,f,55-64,5
13043,GQ,1998,m,55-64,16
32547,GQ,1998,f,65+,4
15481,GQ,1998,m,65+,11
17920,GQ,2004,f,0-14,9
854,GQ,2004,m,0-14,5
20358,GQ,2004,f,15-24,45
3292,GQ,2004,m,15-24,50
22796,GQ,2004,f,25-34,48
5730,GQ,2004,m,25-34,63
25234,GQ,2004,f,35-44,30
8168,GQ,2004,m,35-44,54
27672,GQ,2004,f,45-54,15
10606,GQ,2004,m,45-54,41
30110,GQ,2004,f,55-64,10
13044,GQ,2004,m,55-64,17
32548,GQ,2004,f,65+,4
15482,GQ,2004,m,65+,15
17921,GQ,2008,f,0-14,10
855,GQ,2008,m,0-14,8
20359,GQ,2008,f,15-24,57
3293,GQ,2008,m,15-24,68
22797,GQ,2008,f,25-34,66
5731,GQ,2008,m,25-34,95
25235,GQ,2008,f,35-44,35
8169,GQ,2008,m,35-44,85
27673,GQ,2008,f,45-54,23
10607,GQ,2008,m,45-54,44
30111,GQ,2008,f,55-64,13
13045,GQ,2008,m,55-64,17
32549,GQ,2008,f,65+,9
15483,GQ,2008,m,65+,11
17922,GR,1997,f,0-14,0
856,GR,1997,m,0-14,0
20360,GR,1997,f,15-24,14
3294,GR,1997,m,15-24,16
22798,GR,1997,f,25-34,19
5732,GR,1997,m,25-34,30
25236,GR,1997,f,35-44,8
8170,GR,1997,m,35-44,34
27674,GR,1997,f,45-54,3
10608,GR,1997,m,45-54,42
30112,GR,1997,f,55-64,9
13046,GR,1997,m,55-64,39
32550,GR,1997,f,65+,26
15484,GR,1997,m,65+,47
17923,GR,1998,f,0-14,11
857,GR,1998,m,0-14,15
20361,GR,1998,f,15-24,20
3295,GR,1998,m,15-24,15
22799,GR,1998,f,25-34,12
5733,GR,1998,m,25-34,31
25237,GR,1998,f,35-44,13
8171,GR,1998,m,35-44,31
27675,GR,1998,f,45-54,8
10609,GR,1998,m,45-54,22
30113,GR,1998,f,55-64,5
13047,GR,1998,m,55-64,31
32551,GR,1998,f,65+,26
15485,GR,1998,m,65+,47
17924,GR,1999,f,0-14,1
858,GR,1999,m,0-14,3
20362,GR,1999,f,15-24,5
3296,GR,1999,m,15-24,11
22800,GR,1999,f,25-34,8
5734,GR,1999,m,25-34,11
25238,GR,1999,f,35-44,8
8172,GR,1999,m,35-44,17
27676,GR,1999,f,45-54,2
10610,GR,1999,m,45-54,18
30114,GR,1999,f,55-64,3
13048,GR,1999,m,55-64,18
32552,GR,1999,f,65+,10
15486,GR,1999,m,65+,27
17925,GR,2000,f,0-14,0
859,GR,2000,m,0-14,1
20363,GR,2000,f,15-24,2
3297,GR,2000,m,15-24,10
22801,GR,2000,f,25-34,9
5735,GR,2000,m,25-34,22
25239,GR,2000,f,35-44,10
8173,GR,2000,m,35-44,32
27677,GR,2000,f,45-54,5
10611,GR,2000,m,45-54,24
30115,GR,2000,f,55-64,6
13049,GR,2000,m,55-64,19
32553,GR,2000,f,65+,25
15487,GR,2000,m,65+,46
17926,GR,2001,f,0-14,0
860,GR,2001,m,0-14,0
20364,GR,2001,f,15-24,7
3298,GR,2001,m,15-24,10
22802,GR,2001,f,25-34,11
5736,GR,2001,m,25-34,23
25240,GR,2001,f,35-44,7
8174,GR,2001,m,35-44,29
27678,GR,2001,f,45-54,4
10612,GR,2001,m,45-54,20
30116,GR,2001,f,55-64,7
13050,GR,2001,m,55-64,17
32554,GR,2001,f,65+,27
15488,GR,2001,m,65+,37
17927,GR,2002,f,0-14,0
861,GR,2002,m,0-14,0
20365,GR,2002,f,15-24,0
3299,GR,2002,m,15-24,1
22803,GR,2002,f,25-34,3
5737,GR,2002,m,25-34,13
25241,GR,2002,f,35-44,17
8175,GR,2002,m,35-44,27
27679,GR,2002,f,45-54,11
10613,GR,2002,m,45-54,33
30117,GR,2002,f,55-64,5
13051,GR,2002,m,55-64,30
32555,GR,2002,f,65+,2
15489,GR,2002,m,65+,10
17928,GR,2003,f,0-14,0
862,GR,2003,m,0-14,2
20366,GR,2003,f,15-24,7
3300,GR,2003,m,15-24,20
22804,GR,2003,f,25-34,9
5738,GR,2003,m,25-34,28
25242,GR,2003,f,35-44,7
8176,GR,2003,m,35-44,25
27680,GR,2003,f,45-54,2
10614,GR,2003,m,45-54,23
30118,GR,2003,f,55-64,5
13052,GR,2003,m,55-64,25
32556,GR,2003,f,65+,18
15490,GR,2003,m,65+,36
17929,GR,2004,f,0-14,0
863,GR,2004,m,0-14,1
20367,GR,2004,f,15-24,3
3301,GR,2004,m,15-24,9
22805,GR,2004,f,25-34,7
5739,GR,2004,m,25-34,14
25243,GR,2004,f,35-44,10
8177,GR,2004,m,35-44,22
27681,GR,2004,f,45-54,3
10615,GR,2004,m,45-54,18
30119,GR,2004,f,55-64,3
13053,GR,2004,m,55-64,13
32557,GR,2004,f,65+,14
15491,GR,2004,m,65+,34
17930,GR,2005,f,0-14,0
864,GR,2005,m,0-14,1
20368,GR,2005,f,15-24,13
3302,GR,2005,m,15-24,14
22806,GR,2005,f,25-34,18
5740,GR,2005,m,25-34,25
25244,GR,2005,f,35-44,8
8178,GR,2005,m,35-44,22
27682,GR,2005,f,45-54,7
10616,GR,2005,m,45-54,14
30120,GR,2005,f,55-64,2
13054,GR,2005,m,55-64,12
32558,GR,2005,f,65+,17
15492,GR,2005,m,65+,23
17931,GR,2006,f,0-14,0
865,GR,2006,m,0-14,0
20369,GR,2006,f,15-24,13
3303,GR,2006,m,15-24,11
22807,GR,2006,f,25-34,12
5741,GR,2006,m,25-34,32
25245,GR,2006,f,35-44,8
8179,GR,2006,m,35-44,22
27683,GR,2006,f,45-54,5
10617,GR,2006,m,45-54,24
30121,GR,2006,f,55-64,6
13055,GR,2006,m,55-64,22
32559,GR,2006,f,65+,24
15493,GR,2006,m,65+,27
17932,GR,2007,f,0-14,0
866,GR,2007,m,0-14,1
20370,GR,2007,f,15-24,13
3304,GR,2007,m,15-24,21
22808,GR,2007,f,25-34,19
5742,GR,2007,m,25-34,22
25246,GR,2007,f,35-44,11
8180,GR,2007,m,35-44,34
27684,GR,2007,f,45-54,8
10618,GR,2007,m,45-54,28
30122,GR,2007,f,55-64,3
13056,GR,2007,m,55-64,15
32560,GR,2007,f,65+,24
15494,GR,2007,m,65+,54
17933,GR,2008,f,0-14,0
867,GR,2008,m,0-14,0
20371,GR,2008,f,15-24,5
3305,GR,2008,m,15-24,5
22809,GR,2008,f,25-34,9
5743,GR,2008,m,25-34,14
25247,GR,2008,f,35-44,2
8181,GR,2008,m,35-44,12
27685,GR,2008,f,45-54,4
10619,GR,2008,m,45-54,4
30123,GR,2008,f,55-64,3
13057,GR,2008,m,55-64,6
32561,GR,2008,f,65+,7
15495,GR,2008,m,65+,9
17934,GT,1995,f,0-14,51
868,GT,1995,m,0-14,51
20372,GT,1995,f,15-24,224
3306,GT,1995,m,15-24,235
22810,GT,1995,f,25-34,255
5744,GT,1995,m,25-34,280
25248,GT,1995,f,35-44,221
8182,GT,1995,m,35-44,236
27686,GT,1995,f,45-54,146
10620,GT,1995,m,45-54,165
30124,GT,1995,f,55-64,129
13058,GT,1995,m,55-64,142
32562,GT,1995,f,65+,94
15496,GT,1995,m,65+,139
17935,GT,1996,f,0-14,48
869,GT,1996,m,0-14,75
20373,GT,1996,f,15-24,214
3307,GT,1996,m,15-24,230
22811,GT,1996,f,25-34,250
5745,GT,1996,m,25-34,230
25249,GT,1996,f,35-44,212
8183,GT,1996,m,35-44,218
27687,GT,1996,f,45-54,172
10621,GT,1996,m,45-54,152
30125,GT,1996,f,55-64,134
13059,GT,1996,m,55-64,132
32563,GT,1996,f,65+,99
15497,GT,1996,m,65+,142
17936,GT,1997,f,0-14,33
870,GT,1997,m,0-14,45
20374,GT,1997,f,15-24,228
3308,GT,1997,m,15-24,246
22812,GT,1997,f,25-34,225
5746,GT,1997,m,25-34,217
25250,GT,1997,f,35-44,183
8184,GT,1997,m,35-44,229
27688,GT,1997,f,45-54,120
10622,GT,1997,m,45-54,161
30126,GT,1997,f,55-64,109
13060,GT,1997,m,55-64,155
32564,GT,1997,f,65+,117
15498,GT,1997,m,65+,150
17937,GT,1998,f,0-14,45
871,GT,1998,m,0-14,60
20375,GT,1998,f,15-24,203
3309,GT,1998,m,15-24,206
22813,GT,1998,f,25-34,216
5747,GT,1998,m,25-34,248
25251,GT,1998,f,35-44,199
8185,GT,1998,m,35-44,234
27689,GT,1998,f,45-54,160
10623,GT,1998,m,45-54,163
30127,GT,1998,f,55-64,118
13061,GT,1998,m,55-64,148
32565,GT,1998,f,65+,103
15499,GT,1998,m,65+,152
17938,GT,1999,f,0-14,24
872,GT,1999,m,0-14,34
20376,GT,1999,f,15-24,229
3310,GT,1999,m,15-24,216
22814,GT,1999,f,25-34,230
5748,GT,1999,m,25-34,248
25252,GT,1999,f,35-44,194
8186,GT,1999,m,35-44,235
27690,GT,1999,f,45-54,174
10624,GT,1999,m,45-54,171
30128,GT,1999,f,55-64,121
13062,GT,1999,m,55-64,141
32566,GT,1999,f,65+,89
15500,GT,1999,m,65+,158
17939,GT,2000,f,0-14,41
873,GT,2000,m,0-14,36
20377,GT,2000,f,15-24,199
3311,GT,2000,m,15-24,220
22815,GT,2000,f,25-34,167
5749,GT,2000,m,25-34,236
25253,GT,2000,f,35-44,175
8187,GT,2000,m,35-44,216
27691,GT,2000,f,45-54,135
10625,GT,2000,m,45-54,177
30129,GT,2000,f,55-64,87
13063,GT,2000,m,55-64,112
32567,GT,2000,f,65+,111
15501,GT,2000,m,65+,140
17940,GT,2001,f,0-14,33
874,GT,2001,m,0-14,27
20378,GT,2001,f,15-24,180
3312,GT,2001,m,15-24,171
22816,GT,2001,f,25-34,173
5750,GT,2001,m,25-34,201
25254,GT,2001,f,35-44,118
8188,GT,2001,m,35-44,169
27692,GT,2001,f,45-54,101
10626,GT,2001,m,45-54,137
30130,GT,2001,f,55-64,74
13064,GT,2001,m,55-64,98
32568,GT,2001,f,65+,90
15502,GT,2001,m,65+,97
17941,GT,2002,f,0-14,42
875,GT,2002,m,0-14,27
20379,GT,2002,f,15-24,192
3313,GT,2002,m,15-24,217
22817,GT,2002,f,25-34,171
5751,GT,2002,m,25-34,219
25255,GT,2002,f,35-44,147
8189,GT,2002,m,35-44,171
27693,GT,2002,f,45-54,116
10627,GT,2002,m,45-54,158
30131,GT,2002,f,55-64,68
13065,GT,2002,m,55-64,117
32569,GT,2002,f,65+,74
15503,GT,2002,m,65+,146
17942,GT,2003,f,0-14,24
876,GT,2003,m,0-14,29
20380,GT,2003,f,15-24,186
3314,GT,2003,m,15-24,175
22818,GT,2003,f,25-34,179
5752,GT,2003,m,25-34,200
25256,GT,2003,f,35-44,157
8190,GT,2003,m,35-44,169
27694,GT,2003,f,45-54,104
10628,GT,2003,m,45-54,156
30132,GT,2003,f,55-64,88
13066,GT,2003,m,55-64,125
32570,GT,2003,f,65+,75
15504,GT,2003,m,65+,128
17943,GT,2004,f,0-14,31
877,GT,2004,m,0-14,43
20381,GT,2004,f,15-24,278
3315,GT,2004,m,15-24,282
22819,GT,2004,f,25-34,201
5753,GT,2004,m,25-34,291
25257,GT,2004,f,35-44,227
8191,GT,2004,m,35-44,209
27695,GT,2004,f,45-54,144
10629,GT,2004,m,45-54,210
30133,GT,2004,f,55-64,72
13067,GT,2004,m,55-64,144
32571,GT,2004,f,65+,78
15505,GT,2004,m,65+,129
17944,GT,2005,f,0-14,38
878,GT,2005,m,0-14,39
